74	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	24
75	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	84
76	9998	9998	3	1	2	9998	9998	9998	9998	9998	0	1	1	1	1	0	0	0	0	0	75	74	72	73	71	73	72	73	74	74	74	74	8	6	0	75	3	74	1	8	9998	8	8	4	2	1	1	1	0	1	1	1	3	5	1981	0	1	4	4	24
77	9998	5	9998	1	4	9998	9998	3	2	9998	0	0	0	1	0	0	0	0	0	0	74	74	72	73	0	72	72	73	74	74	74	74	6	6	0	74	3	74	1	1	9998	1	3	1	2	1	1	0	1	0	0	1	4	3	1988	0	1	1	5	77
78	9998	3	2	1	4	9998	9998	9998	9998	9998	0	1	1	1	0	0	0	0	0	0	74	74	72	73	0	72	72	73	74	74	74	74	7	9	0	74	2	74	2	8	24	8	8	0	0	1	1	0	1	0	0	2	4	7	1979	0	2	3	5	24
79	9998	1	9998	2	9998	9998	9998	9998	3	9998	0	0	0	1	0	0	0	0	0	0	72	72	72	73	71	72	72	73	74	74	74	74	6	8	0	77	3	74	9	1	9998	1	1	2	2	9	1	1	1	0	0	9	9	1	1988	0	2	1	5	77
80	9	1	6	2	3	10	7	5	4	8	0	1	0	1	1	0	0	0	0	0	72	72	72	73	0	72	72	73	74	72	74	74	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	77
81	9998	3	4	2	1	9998	9998	9998	9998	9998	0	0	0	0	1	0	0	0	0	0	75	75	72	73	71	73	72	73	74	74	74	74	3	8	1	75	1	75	9	1	9998	1	1	1	1	1	1	0	0	0	0	1	2	4	1953	0	1	3	5	77
82	9998	9998	9998	9998	1	9998	9998	2	3	9998	0	0	0	0	1	0	0	0	0	0	75	75	0	0	0	0	0	0	0	74	0	0	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	77
83	9	6	5	3	1	10	8	4	2	7	0	0	0	0	1	0	0	0	0	0	75	75	72	73	71	72	72	73	74	74	74	74	6	5	1	75	1	75	1	1	9998	1	1	1	1	1	1	0	0	1	1	2	3	3	1976	0	2	3	5	77
84	7	1	4	2	3	10	8	5	6	9	0	1	0	1	1	0	0	0	0	0	72	72	72	73	71	72	72	73	74	72	74	74	8	8	1	99	3	99	1	1	9998	1	1	2	3	0	9	9	1	0	0	1	9	5	1991	0	1	1	3	77
85	9998	4	9998	1	2	9998	9998	9998	3	9998	0	0	0	1	1	0	0	0	1	0	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	77
86	9998	1	6	2	3	9998	7	4	5	9998	0	1	1	1	1	0	0	0	0	0	72	72	72	73	71	72	72	73	74	72	74	74	9	8	1	72	2	74	1	1	9998	1	1	1	1	0	1	1	0	0	0	1	2	7	1984	0	2	3	6	77
87	8	2	4	1	3	9	5	7	6	10	0	1	0	1	1	0	0	0	0	0	74	74	72	73	76	72	72	73	74	74	74	74	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	77
88	9998	2	1	9998	9998	9998	9998	3	9998	9998	0	1	1	0	0	0	0	0	0	0	73	73	72	73	71	73	72	73	0	72	73	74	3	4	1	73	2	73	1	1	9998	1	1	1	2	1	0	0	1	0	0	2	3	4	1984	0	1	4	5	77
